task,context,task_id,env,complexity,original_filename
"Создай функцию ЗарегистрированныеКОбменуБитыеСсылки(Узел, ТипМетаданных), которая вернет таблицу значений с колонками ""МетаИмя"" - Полное имя метаданных,""УИД"" - уникальный идентификатор ссылки и ТипМетаданных - тип значения ссылки,
 где параметр ТипМетаданных является не обязательным и может быть не указан, тогда отбор выполняется по всем ссылочным метаданным из состава плана обмена

Параметры:
 Узел     - ПланОбменаСсылка - узел плана обмена, по которому выполняется поиск
 ТипМетаданных - ОбъектМетаданных - метаданные из состава плана обмена. Значение по умолчанию Неопределено

Возвращает таблицу значений с колонками МетаИмя, ТипМетаданных, УИД содержащей значения из зарегистрированных объектов на узле плана обмена
Результатом решения является проверка на количество элементов в таблице значений",{},task_039,server,,task_3_amir.epf
"Создай клиентскую функцию НайтиАдресПоКоординатам(Широта, Долгота, APIКлюч), которая вернет строковое пресдтавление адреса при HTTP запросе к серверу geocode-maps.yandex.ru

Параметры:
 Широта - координата X      
 Долгота - координата Y 
 APIКлюч - ключ api яндекс гео 
 
Возвращает строковое представление адреса по координатам",{},task_040,server,,task_4_amir.epf
"Написать функцию ПроверкаЛимитаЗадолженности(Заказ, ЛимитВРублях), которая проверяет
превышение лимита дебиторской задолженности контрагента перед проведением заказа.
Учесть, что взаиморасчеты с контрагентами могут быть указаны в разных валюта.
Учесть, что заказ может быть в разных валютах.
Привести все расчеты к валюте Рубли (RUB).

Параметры:
- Заказ: Структура с полями:
    * Контрагент (СправочникСсылка.Контрагенты)
    * Валюта (СправочникСсылка.Валюты) — валюта суммы заказа
    * Дата (Дата)
    * Сумма (Число) — сумма заказа в валюте Заказ.Валюта
- ЛимитВРублях: Число — лимит в валюте RUB

Функция должна возвращать структуру, где:

Ключ СуммаДебиторскойЗадолженности, Значение - Сумма
Ключ СуммаДебиторскойЗадолженностиСЗаказом, Значение - Сумма
Ключ СуммаЗаказаВРублях, Значение - Сумма
Ключ ЛимитНеПревышен, Значение - Булево
Ключ СообщениеПользователю, Значение - Строка

Требования:
- Использовать запрос к виртуальной таблице Остатки регистра накопления Взаиморасчеты
- Использовать запрос к СрезПоследних регистра сведений КурсыВалют.","{""Documents"": [{""id"": ""Заказ"", ""name"": ""Заказ"", ""Attributes"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}, {""id"": ""Валюта"", ""name"": ""Валюта взаиморасчетов"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}, {""id"": ""СостояниеЗаказа"", ""name"": ""Состояние заказа"", ""types"": [{""type"": ""Ref"", ""id"": ""Перечисление.СостоянияЗаказов""}]}, {""id"": ""Автор"", ""name"": ""Автор"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Пользователи""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}], ""TabularSections"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.0""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}], ""AccumulationRegisters"": [{""id"": ""Взаиморасчеты"", ""name"": ""Взаиморасчеты"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Контрагент"", ""name"": ""Контрагент"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}], ""Resources"": [{""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""InformationRegisters"": [{""id"": ""КурсыВалют"", ""name"": ""Курсы валют"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}], ""Resources"": [{""id"": ""Курс"", ""name"": ""Курс"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Валюты"", ""name"": ""Валюты"", ""Attributes"": [{""id"": ""НаименованиеОсновнойВалюты"", ""name"": ""Наименование основной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""НаименованиеРазменнойВалюты"", ""name"": ""Наименование разменной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}, {""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}]}",task_041,server,high,Коробов_Сложная_задача.epf
"Написать функцию ПолучитьОстаткиПоНоменклатуреПоВсемСкладам(ТаблицаТовары). Функция принимает ТаблицуЗначений.
Таблица значений содержит информацию по остаткам номенклатуры со следующими колонками:

- Номенклатура (Строка)
- Склад (Строка)
- Количество (Число)
- Сумма (Число)

Таблица может содержать несколько строк с одинаковой Номенклатурой по разным складам. 
Необходимо вернуть новую ТаблицуЗначений с тремя колонками:
- Номенклатура (Строка)
- Количество (Число)
- Сумма (Число)

Для каждой Номенклатуры должна остаться одна строка, а Количество и Сумма должны быть суммой по всем исходным строкам.

Требования:
- Использовать язык запросов.
- Не изменять входную ТаблицуЗначений.
- В возвращаемой таблице строки должны быть отсортированы по Номенклатуре по возрастанию.","{""AccumulationRegisters"": [{""id"": ""ТоварныеЗапасы"", ""name"": ""Товарные запасы"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Склады"", ""name"": ""Склады"", ""Attributes"": [{""id"": ""НеИспользовать"", ""name"": ""Не использовать"", ""types"": [{""type"": ""Boolean""}]}]}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_042,server,mid,Коробов_Средняя_задача_V2.epf
"Написать функцию ПолучитьТаблицуАнализаПродаж(НачалоПериода, ОкончаниеПериода, НормаПродаж), которая формирует таблицу, анализирующую продажи товара за указанный период.
Таблица должна содержать колонки:
Товар (тип: СправочникСсылка.Товары) - проданный товар.
КоличествоДнейМин (тип: Число) - количество дней за период, когда товар не продавался(продажи = 0).
КоличествоДнейМакс - (тип: Число) - количество дней за период, когда продажи товара были максимальными.
КоличествоДнейНорма - (тип: Число) - количество дней за период, когда продажи товара превышали норму. 
СуммаВсего - (тип: Число) - сумма продаж за период.
ОстатокНаКонецПериода - (тип: Число) - остаток товара на конец периода.

Параметры функции: 
НачалоПериода (тип: Дата) - начало периода.
ОкончаниеПериода (тип: Дата) - окончание периода.
НормаПродаж (тип: Число) - норма, с которой сверяются продажи товара.

Данные продаж товаров берутся из регистра накопления ""Продажи"". Данные остатков по товарам берутся из регистра накопления ""ТоварныеЗапасы"".","{""AccumulationRegisters"": [{""id"": ""Продажи"", ""name"": ""Продажи"", ""RegisterType"": ""Turnovers"", ""Dimensions"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}, {""id"": ""ТоварныеЗапасы"", ""name"": ""Товарные запасы"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_043,server,high,Куликова_Сложная_задача.epf
"Создай функцию ЗаполнитьТабличныйДокумент(ТабДокумент, Макет, Дата, ВидЦен) которая выводит в табличный документ актуальные цены товаров на заданную дату.
 
Параметры функции:
ТабДокумент (тип: ТабличныйДокумент) - результирующий табличный документ. 
Макет - (тип: ТабличныйДокумент). Шаблон, по которому заполняется табличный документ. В макете есть области Шапка, ШапкаТаблицы и Строка. 
В области Шапка есть параметр ""НаДату"", в области Строка есть параметры ""Товар"", ""Артикул"", ""ВидЦен"", ""Цена"". 
Дата (тип: Дата) - дата, на которую нужно получить цены товаров. 
ВидЦен - (тип: СправочникСсылка.ВидыЦен) - вид используемых цен товаров. Параметр может быть не задан, тогда выводятся цены товаров с учетом различных видов цен. 

Данные цен товаров хранятся в регистре сведений ""ЦеныТоваров"".","{""InformationRegisters"": [{""id"": ""ЦеныТоваров"", ""name"": ""Цены товаров"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}], ""Resources"": [{""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""ВидыЦен"", ""name"": ""Виды цен"", ""Attributes"": []}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_044,server,mid,Куликова_Средняя_задача.epf
"Написать функцию НайтиКонтрагентовПоКонтактнойИнформации(СтрокаКонтактнойИнформации), 
которая возвращает стуктуру со ссылками на найденных контрагентов вида:
	Ключ: ""КонтактнаяИнформация"",			Значение: тип Строка - переданное значение ""СтрокаКонтактнойИнформации""
	Ключ: ""Количество"",						Значение: тип Число - количество найденных соответствий
	Ключ: ""КоличествоПолныхСоответствий"",	Значение: тип Число - количество полных соответствий
	Ключ: ""Контрагенты"",					Значение: тип ТаблицаЗначений - с колонками 
		""Контрагент""				- тип СправочникСсылка.Контрагенты 
		""ТипКонтактнойИнформации""	- тип Строка, принимающая одно из значений ""Телефон"", ""Факс"", ""ЭлектроннаяПочта"", ""ВебСайт"" и равно имени поля, где найдено соответствие
		""Значение"" 					- тип Строка, найденное значение
		""ПолноеСоответствие""		- тип Булево, 
			""Истина""	- содержимое полей ""Телефон"",""Факс"" равно ""СтрокаКонтактнойИнформации"" после удаления всех символов кроме цифр в сравниваемых значениях
						или содержимое полей ""ЭлектроннаяПочта"", ""ВебСайт"" равно ""СтрокаКонтактнойИнформации"" после удаления пробелов в началах и концах строк;
			""Ложь""		- в противном случае 
		таблица значений должна быть отсортирована так, чтобы сначала выводились контрагенты, имеющие ""ПолноеСоответствие""е
Параметры функции: 
	""СтрокаКонтактнойИнформации"" - тип Строка, номер телефона, адрес e-mail или web-сайта, может быть передана только часть искомого значения (например ""5289621"", ""528-96-"", ""@techno.ru"" и т.п.)
								Если передана пустая строка, то возвращается структура со значениями ключей = ""Неопределено""
	
Данные контрагентов хранятся в справочнике ""Контрагенты""","{""Catalogs"": [{""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}]}",task_045,server,high,Петров_Сложная_Задача.epf
"Написать функцию ВыполнитьABCАнализПродаж(ДатаНач, ДатаКон),
которая выполняет ABC-анализ продаж товаров за указанный период и возвращает таблицу с результатами анализа.
ДатаНачала (тип: Дата) — начало периода анализа
ДатаОкончания (тип: Дата) — окончание периода анализа
Источник данных
Данные берутся из регистра накопления Продажи.
Используются:
измерение Товар
ресурс Сумма
В анализ включаются обороты за период между ДатаНачала и ДатаОкончания.
Определить категорию:
A — товары, формирующие первые 80% оборота
B — следующие 15% оборота (до 95%)
C — оставшиеся 5%
Проценты должны рассчитываться динамически от фактической общей суммы продаж.
Требования к результату
Функция должна возвращать ТаблицуЗначений, содержащую поля:
Товар — ссылка на товар
НаименованиеТовара — представление товара
СуммаПродаж — сумма продаж за период
ДоляПроцентов — процент вклада в общий оборот
НакопительныйПроцент — накопительный процент
КатегорияABC — строка: ""A"", ""B"" или ""C""","{""AccumulationRegisters"": [{""id"": ""Продажи"", ""name"": ""Продажи"", ""RegisterType"": ""Turnovers"", ""Dimensions"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_046,server,high,Попков_Сложная_задача.epf
"Написать функцию ВыгрузитьЗадолженностьВФайлJSON(),
которая выгружает текущую дебиторскую и кредиторскую задолженность контрагентов во временный файл формата JSON.
Файл должен представлять массив записей, каждая запись должна содержать поля:
Контрагент — наименование контрагента
КодКонтрагента — код контрагента (реквизит Код справочника Контрагенты)
СуммаОстаток — сумма задолженности
ВидЗадолженности — строковое значение:
""Дебиторская"" — если сумма остатка больше 0
""Кредиторская"" — если сумма остатка меньше 0
Данные о задолженности берутся из регистра накопления Взаиморасчеты (используются текущие остатки).
Функция должна возвращать путь к получившемуся файлу.","{""AccumulationRegisters"": [{""id"": ""Взаиморасчеты"", ""name"": ""Взаиморасчеты"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Контрагент"", ""name"": ""Контрагент"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}], ""Resources"": [{""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}]}",task_047,server,mid,Попков_Средняя_задача.epf
"Написать функцию ПериодыУстановленныхКурсовВалют() возвращающую таблицу значений с курсами валют по периодам.
Колонки таблицы:
Валюта - Ссылка на справочник Валюты
НачалоПериода - Дата с которой установлен курс
КонецПериода - Дата по которую курс действут
Курс - значение курса валюты
Строки таблицы значений должны быть упорядочены по валюте (в алфавитном порядке) и началу периода.
Последовательные периоды с одним курсом должны быть объединены в 1 период.
Таблица должнв быть получена запросом и возвращена методом Запрос.Выполнить().Выгрузить().
Для текущих курсов КонецПериода должен быть '39991231235959'","{""InformationRegisters"": [{""id"": ""КурсыВалют"", ""name"": ""Курсы валют"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}], ""Resources"": [{""id"": ""Курс"", ""name"": ""Курс"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Валюты"", ""name"": ""Валюты"", ""Attributes"": [{""id"": ""НаименованиеОсновнойВалюты"", ""name"": ""Наименование основной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""НаименованиеРазменнойВалюты"", ""name"": ""Наименование разменной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_048,server,mid,Чудородов_Средняя_задача.epf
"Реализовать целевую функцию СформироватьОтчетОстаткиПоНоменклатуре(ДатаОтчета, МассивТоваров, Склад)

Где
- ДатаОтчета - Дата
- МассивТоваров - массив товар для отбора в запросе. Может быть не передан, тогда отчет формируется без отбора по номенклатуре
- Склад - отбор по складу в запросе

Отчет должен содержать:
- Заголовок ""Остатки номенклатуры""
- Номенклатуру
- Остаток
- Итоги

Результат вывести в ТабличныйДокумент.

Требования:
- Получение данных через запрос.
- Запрос выполнять к виртуальной таблице Остатки регистра ТоварныеЗапасы","{""AccumulationRegisters"": [{""id"": ""ТоварныеЗапасы"", ""name"": ""Товарные запасы"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Склады"", ""name"": ""Склады"", ""Attributes"": [{""id"": ""НеИспользовать"", ""name"": ""Не использовать"", ""types"": [{""type"": ""Boolean""}]}]}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_049,server,high,Task10_Коробов_Сложная_ОстаткиНоменклатуры.epf
