task,context,task_id,env,complexity,original_filename
"Написать функцию ВыгрузитьТаблицуВCSV(ТаблицаДанных, ПутьФайла).

Функция должна:
1) Записать данные ТаблицаЗначений в CSV-файл по указанному пути.
2) Первая строка файла должна содержать заголовки колонок.
3) Вернуть строку — путь к созданному файлу.

Требования:
- Использовать файлы записи.
- Не изменять входную ТаблицуЗначений.
- Разделитель — "";"".
- Файл сохранить в каталог временных файлов",{},task_026,server,mid,Task5_Коробов_Средняя.epf
"Написать функцию СвернутьДубли(ТаблицаДанных).
ТаблицаЗначений содержит колонки:
- КлючСтроки (Строка длина 100)
- Значение (Число)

Таблица может содержать несколько строк с одинаковым значением поля Ключ.

Необходимо вернуть новую ТаблицуЗначений:
- КлючСтроки
- Значение

Для каждого значения Ключ должна остаться одна строка.
Значение должно быть суммой всех строк с одинаковым Ключ.

Требования:
- Использовать язык запросов.
- Не изменять входную таблицу.
- Результат отсортировать по Ключ.",{},task_027,server,mid,Task6_Коробов_Средняя.epf
"Написать функцию ПолучитьСреднийКурс(Валюта, ДатаНачала,ДатаОкончания).

Необходимо получить средний курс валюты из регистра сведений КурсыВалют за указанный период с точностью до 4 знаков после запятой

Функция должна вернуть число — средний курс валюты.

Требования:
- Использовать запрос к СрезПоследних регистра сведений КурсыВалют.
- Если курс отсутствует — вернуть Неопределено.","{""InformationRegisters"": [{""id"": ""КурсыВалют"", ""name"": ""Курсы валют"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}], ""Resources"": [{""id"": ""Курс"", ""name"": ""Курс"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}",task_028,server,mid,Task7_Коробов_Средняя.epf
"Написать функцию ДобавитьХарактиристикуТовара(Товар, ВидХарактеристики, Значение, Замещать), которая добавляет характеристику товара и присваивает заданное значение характеристики.
Функция добавляет запись в регистр сведений ""Характеристики"". 

В случае, когда запись с заданными полями ""Товар"", ""ВидХарактеристики"" не существует, тогда функция добавляет новую запись в регистр.
Иначе, если:
  
1.Параметр функции ""Замещать"" = Ложь. Тогда если количество существующих записей равно 1, новая запись не добавлется.   
2.Параметр функции ""Замещать"" = Истина. Тогда если количество существующих записей равно 1, новая запись замещает существующую. 

В иных случаях новая запись добавляется и измерение ""Номер"" увеличивается на единицу.

Параметры функции:
Товар (тип: СправочникСсылка.Товар) - товар.
ВидХарактеристики (тип: ПланВидовХарактеристикСсылка.ВидыХарактеристик.Товары) - вид характиристики.
Значение (тип: Характеристика.ВидыХарактеристик) - значение характеристики товара.
Замещать (тип: Булево) - флаг замещения записи.","{""InformationRegisters"": [{""id"": ""Характеристики"", ""name"": ""Характеристики"", ""InformationRegisterPeriodicity"": ""Nonperiodical"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Объект"", ""name"": ""Объект"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ВидХарактеристики"", ""name"": ""Вид характеристики"", ""types"": []}, {""id"": ""Номер"", ""name"": ""Номер"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.0""}]}], ""Resources"": [{""id"": ""Значение"", ""name"": ""Значение"", ""types"": []}]}], ""Catalogs"": [{""id"": ""ЗначенияХарактеристик"", ""name"": ""Значения характеристик"", ""Attributes"": []}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_029,server,,task1_Куликова_v1.epf
"Написать функцию НайтиГруппировкуПоИмени(Структура, Имя) ищет в структуре настроек отчета группировку по имени элемента.
Возвращаемое значение функции имеет тип: ""ГруппировкаКомпоновкиДанных"" или ""ТаблицаКомпоновкиДанных"". Может быть Неопределено, если группировка не найдена.  

Параметры:
Структура (тип: КоллекцияЭлементовСтруктурыНастроекКомпоновкиДанных) - набор группировок данного уровня настроек.
Имя (тип: Строка) - имя искомого элемента структуры отчета.",{},task_030,server,high,task1_слож_Куликова_v1.epf
"Написать функцию ЗначенияРеквизитовОбъекта(Ссылка, Реквизиты), которая возвращает структуру, содержащую значения реквизитов, прочитанные из информационной базы по ссылке на объект.
Параметры:
Ссылка (тип: ЛюбаяСсылка) - объект, значения реквизитов которого необходимо получить.
Реквизиты (тип: Строка) - имена реквизитов, перечисленные через запятую в формате требований к свойствам структуры.             
          (тип: Структура)
          (тип:ФиксированнаяСтруктура) - в качестве ключа передается
                       псевдоним поля для возвращаемой структуры с результатом, а в качестве
                       значения (опционально) фактическое имя поля в таблице.
                       Если ключ задан, а значение не определено, то имя поля берется из ключа.
                       Допускается указание имени поля через точку
           (тип Массив из Строка)
           (тип ФиксированныйМассив из Строка) - имена реквизитов в формате требований к свойствам структуры.
Функция возвращает структуру, которая содержит имена(ключи) и значения требуемых реквизитов.

Если в параметр ""Реквизиты"" передана пустая строка, то возвращается пустая структура.
Если в параметр ""Ссылка"" передана пустая ссылка, то возвращается структура, соответствующуя именам реквизитов со значениями Неопределено.
Если в параметр ""Ссылка"" передана битая ссылка, то возвращается структура, соответствующуя именам реквизитов со значениями Неопределено. 
Если в параметр ""Реквизиты"" передано имя табличной части, то возвращается результат запроса.",{},task_031,server,high,task2_cложн_Куликова_v1.epf
"Написать функцию ПодставитьПараметрыВСтроку(ШаблонСтроки, Параметр1, Параметр2, Параметр3, Параметр4, Параметр5), которая подставляет параметры в строку. 
Параметры в строке задаются как %<номер параметра>. Нумерация параметров начинается с единицы.
Возвращает строку с подставленными параметрами. 

Параметры функции:
ШаблонСтроки (тип : Строка) - шаблон строки с параметрами (вхождениями вида ""%<номер параметра>"").
Параметр1 (тип : Строка) - значение подставляемого параметра.
Параметр2 (тип : Строка) - значение подставляемого параметра.
Параметр3 (тип : Строка) - значение подставляемого параметра. 
Параметр4 (тип : Строка) - значение подставляемого параметра.
Параметр5 (тип : Строка) - значение подставляемого параметра.",{},task_032,server,,task2_Куликова_v1.epf
"Написать функцию СформироватьРеестрРеализаций(),
которая формирует реестр документов реализации товаров в виде таблицы значений.
Реестр должен включать только проведенные документы «РасходТовара».
Данные выбираются из документа РасходТовара с отбором по признаку Проведен = Истина.
Результат должен представлять таблицу значений (ТаблицаЗначений), где каждая строка соответствует одному документу реализации.
Таблица должна содержать следующие поля:
Дата — дата документа реализации (в формате ДД.ММ.ГГГГ)
Покупатель — ссылка на контрагента (реквизит Покупатель документа РасходТовара)
Склад — склад, с которого произведена отгрузка (реквизит Склад)
Валюта — валюта документа (реквизит Валюта)
ВидЦен — вид цен, используемый в документе (реквизит ВидЦен)","{""Documents"": [{""id"": ""РасходТовара"", ""name"": ""Расход товара"", ""Attributes"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}, {""id"": ""Валюта"", ""name"": ""Валюта взиморасчетов"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ОбоснованиеОтгрузки"", ""name"": ""Обоснование отгрузки"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}], ""TabularSections"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}], ""Catalogs"": [{""id"": ""Валюты"", ""name"": ""Валюты"", ""Attributes"": [{""id"": ""НаименованиеОсновнойВалюты"", ""name"": ""Наименование основной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""НаименованиеРазменнойВалюты"", ""name"": ""Наименование разменной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}, {""id"": ""ВидыЦен"", ""name"": ""Виды цен"", ""Attributes"": []}, {""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}, {""id"": ""Склады"", ""name"": ""Склады"", ""Attributes"": [{""id"": ""НеИспользовать"", ""name"": ""Не использовать"", ""types"": [{""type"": ""Boolean""}]}]}]}",task_033,server,mid,task2_Средняя_СформироватьРеестрРеализацийБезСФ_v2.epf
"Написать функцию ПолучитьТаблицуЗаказовПоКурсуВалют(ДатаНачала, ДатаОкончания), формирующая таблицу заказов за определенный период. 
Сумму документа пересчитать с учетом курса валют. Данные курсов валют следует брать из регистра сведений ""КурсыВалют"".
Функция должна выбирать только заказы непомеченные на удаления. 

Параметры функции:
ДатаНачала (тип: Дата) - дата начала периода.
ДатаОкончания (тип: Дата) - дата окончания периода. 
  
Если в качестве параметра ДатаНачала передана пустая дата, тогда отбирать документы, дата которых меньше параметра ДатаОкончания.
Если в качестве параметра ДатаОкончания передана пустая дата, тогда отбирать документы, дата которых больше параметра ДатаНачала.
Если в качестве параметров ДатаНачала и ДатаОкончания переданы пустые даты, тогда возвращаются все документы.
 
Вернуть таблицу с колонками:
Дата (тип: Число) - дата документа
Заказ (тип: ДокументСсылка.Заказ) - документ заказа.
Сумма (тип: Число) - сумма документа. 
Покупатель (тип: СправочникСсылка.Контаргент) - покупатель.

Строки таблицы отсортировать по убыванию Дата.","{""Documents"": [{""id"": ""Заказ"", ""name"": ""Заказ"", ""Attributes"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}, {""id"": ""Валюта"", ""name"": ""Валюта взаиморасчетов"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}, {""id"": ""СостояниеЗаказа"", ""name"": ""Состояние заказа"", ""types"": [{""type"": ""Ref"", ""id"": ""Перечисление.СостоянияЗаказов""}]}, {""id"": ""Автор"", ""name"": ""Автор"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Пользователи""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}], ""TabularSections"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.0""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}], ""InformationRegisters"": [{""id"": ""КурсыВалют"", ""name"": ""Курсы валют"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}], ""Resources"": [{""id"": ""Курс"", ""name"": ""Курс"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}]}",task_034,server,,task3_Куликова_v2.epf
"Написать функцию СформироватьОтчетЗадолженностьКонтрагентов(ДатаНачала, ДатаОкончания, Валюта) которая формирует отчет на сервере ""ОтчетПоВзаиморасчетам""  на заданный период с отбором по Валюте и по СуммаКонечныйОстаток, где СуммаКонечныйОстаток < 0. 
Функция должна программно сформировать отчет ""ОтчетПоВзаиморасчетам"", вариант отчета ""Основной"". 
Настройки отчета:
	Параметры отчета: Период. 
	    Значения парамета: Период.ДатаНачала = ДатаНачала, Период.ДатаОкончания = ДатаОкончания. 
	Структура отчета: Таблица
	                     *cтроки: Контргант.    
	                     *столбцы: Валюта.
	Выбранные поля: СуммаКонечныйОстаток, Контрагент.
	Отбор: СуммаКонечныйОстаток < 0, Валюта = Валюта.
	Параметры вывода: ВыводитьПараметрыДанных = Не выводить,
	                  ВыводитьОтбор = Не выводить. 
	УсловноеОформление: 
	                 Оформление - Формат = ""ЧЦ=10; ЧДЦ=2; ЧО=1"".  
	                 Оформляемые поля - СуммаКонечныйОстаток
Параметры функции:  
ДатаНачала (тип: Дата) - начало периода.
ДатаОкончания (тип: Дата) - окончание периода.
Валюта (тип: СправочникСсылка.Валюты) - валюта.

Возвращаемое значение: ТабличныйДокумент.","{""Catalogs"": [{""id"": ""Валюты"", ""name"": ""Валюты"", ""Attributes"": [{""id"": ""НаименованиеОсновнойВалюты"", ""name"": ""Наименование основной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""НаименованиеРазменнойВалюты"", ""name"": ""Наименование разменной валюты"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_035,server,high,task3_сложн_Куликова_v1.epf
"Написать функцию ПолучитьТаблицуНепрочитанныхПисемКонтрагентов(мКонтрагенты), которая формирует таблицу непрочитанных писем от контрагентов за предыдущий месяц.
Предыдущий месяц - это календарный месяц, предшествующий текущей дате. 
 
Таблица должна содержать колонки:
Письмо (тип: СправочникСсылка.ВходящиеПисьма) - письмо.
Тема (тип: Строка) - тема письма.
Контрагента (тип: СправочникСсылка.Контрагенты) - дата письма.
Дата (тип: Дата) - дата письма.

Параметры функции: 
мКонтрагенты (тип: Массив из СправочникСсылка.Контрагенты) - контрагенты для отбора писем.

Данные о состоянии письма берутся из регистра сведений ""СостояниеВходящихПисем"". Данные электронной почты контрагента хранятся в справочнике ""Контрагенты"".","{""InformationRegisters"": [{""id"": ""СостояниеВходящихПисем"", ""name"": ""Состояние входящих писем"", ""InformationRegisterPeriodicity"": ""Nonperiodical"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Письмо"", ""name"": ""Письмо"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВходящиеПисьма""}]}], ""Resources"": [{""id"": ""Прочитано"", ""name"": ""Прочитано"", ""types"": []}]}], ""Catalogs"": [{""id"": ""ВходящиеПисьма"", ""name"": ""Входящие письма"", ""Attributes"": [{""id"": ""Дата"", ""name"": ""Дата"", ""types"": [{""type"": ""Date""}]}, {""id"": ""Отправитель"", ""name"": ""Отправитель"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Текст"", ""name"": ""Текст"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""ВидСодержимого"", ""name"": ""Вид содержимого"", ""types"": []}, {""id"": ""Идентификатор"", ""name"": ""Идентификатор"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""ПочтовыйЯщик"", ""name"": ""Почтовый ящик"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""64""}]}]}, {""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}]}",task_036,server,,task4_Куликова_ v1.epf
"Написать функцию ВыгрузитьЗаказыВXMLФайл(),     
которая формирует выгрузку заказов в работе в файл формата XML.
Выгрузка должна включать только проведенные документы «Заказ».
Данные выбираются из документа Заказ с отбором по следующим условиям:
признак Проведен = Истина;
состояние заказа равно значению перечисления СостоянияЗаказов.ВРаботе.
Результат формирования должен представлять XML-файл, сохранённый во временный каталог, путь к которому возвращается функцией.
Структура формирования XML выполняется следующим образом:
Создаётся временный XML-файл в кодировке UTF-8.
В файл записывается объявление XML.
Формируется корневой элемент «Заказ» с атрибутом Имя = ""ЗаказТовары"".
Для каждой записи выборки из документа Заказ формируется элемент «Запись», содержащий детальные сведения о заказе.
После завершения записи всех элементов XML-документ корректно закрывается и сохраняется в файл.
Источник данных:
Документ.Заказ (реквизиты: Номер, Дата, Покупатель, Склад, Валюта, ВидЦен, Организация, СостояниеЗаказа);
дополнительные представления ссылочных реквизитов (Покупатель, Склад, Организация) используются для формирования читаемого текста.","{""Documents"": [{""id"": ""Заказ"", ""name"": ""Заказ"", ""Attributes"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}, {""id"": ""Валюта"", ""name"": ""Валюта взаиморасчетов"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}, {""id"": ""СостояниеЗаказа"", ""name"": ""Состояние заказа"", ""types"": [{""type"": ""Ref"", ""id"": ""Перечисление.СостоянияЗаказов""}]}, {""id"": ""Автор"", ""name"": ""Автор"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Пользователи""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}], ""TabularSections"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.0""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}]}",task_037,server,mid,task4_СредняяВыгрузкаЗаказовВФайлXML_v2.epf
"Создай функцию РазложитьСтрокуВМассивПодстрок(Знач Стр, Разделитель = "",""), которая ""расщепляет"" строку на подстроки, используя заданный разделитель (параметр №2). 
Разделитель может иметь любую длину. Если в качестве разделителя задан пробел, рядом стоящие пробелы считаются одним разделителем, а ведущие и хвостовые пробелы параметра Стр игнорируются.
     Например,
      РазложитьСтрокуВМассивПодстрок("",один,,,два"", "","") возвратит массив значений из пяти элементов,
      три из которых - пустые строки, а
      РазложитьСтрокуВМассивПодстрок("" один   два"", "" "") возвратит массив значений из двух элементов
В качестве первого параметра передается строка, которую необходимо разложить, строка передается по значению, 
в качестве второго параметра ""Разделитель"" используется   строка-разделитель, по умолчанию - запятая.
Возвращает  массив значений, элементы которого - подстроки",{},task_038,server,,task_1_amir_v4.epf
"Создай функцию ЗарегистрированныеКОбменуБитыеСсылки(Узел, ТипМетаданных), которая вернет таблицу значений с колонками ""МетаИмя"" - Полное имя метаданных,""УИД"" - уникальный идентификатор ссылки и ТипМетаданных - тип значения ссылки,
 где параметр ТипМетаданных является не обязательным и может быть не указан, тогда отбор выполняется по всем ссылочным метаданным из состава плана обмена

Параметры:
 Узел     - ПланОбменаСсылка - узел плана обмена, по которому выполняется поиск
 ТипМетаданных - ОбъектМетаданных - метаданные из состава плана обмена. Значение по умолчанию Неопределено

Возвращает таблицу значений с колонками МетаИмя, ТипМетаданных, УИД содержащей значения из зарегистрированных объектов на узле плана обмена
Результатом решения является проверка на количество элементов в таблице значений",{},task_039,server,,task_3_amir.epf
"Создай клиентскую функцию НайтиАдресПоКоординатам(Широта, Долгота, APIКлюч), которая вернет строковое пресдтавление адреса при HTTP запросе к серверу geocode-maps.yandex.ru

Параметры:
 Широта - координата X      
 Долгота - координата Y 
 APIКлюч - ключ api яндекс гео 
 
Возвращает строковое представление адреса по координатам",{},task_040,server,,task_4_amir.epf
